Date,EnquiryType,Postcode sector,Ward Lookup or Given,What assistance do you require?,How urgent is your need?,,,,,,,
29/04/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only),Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 4,Pudsey,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS7 2,Weetwood,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS1 1,Little London & Woodhouse,,,,,,,,,
29/04/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,,,,,,,,,
29/04/2020 00:00,Assistance required,,,,,,,,,,,
29/04/2020 00:00,Assistance required,LS17 8,Alwoodley,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 2,Roundhay,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,,,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,,,,,,,,,
29/04/2020 00:00,Assistance required,LS16 5,Weetwood,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 2,Weetwood,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS17 8,Alwoodley,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS28 8,Pudsey,Dog walking,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS3 1,Little London & Woodhouse,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS28 7,Pudsey,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,WF3 1,Ardsley & Robin Hood,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS27 8,Morley South,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS28 9,Pudsey,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS4 2,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 1,Roundhay,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS10 4,Middleton Park,Fuel top up (pre-payment meter only),Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,WF10 2,Kippax & Methley,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS27 8,Morley North,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only),Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS27 0,Morley South,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 2,Cross Gates & Whinmoor,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 5,Hunslet & Riverside,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS5 3,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,WF3 2,Ardsley & Robin Hood,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS10 2,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS16 8,Adel & Wharfedale,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS28 8,Calverley & Farsley,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS25 2,Garforth & Swillington,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,,Morley North,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS17 8,Alwoodley,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 3,Harewood,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS12 1,Armley,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 2,Bramley & Stanningley,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS25 7,Kippax & Methley,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,Help with food and essential shopping|Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS6 1,Headingley & Hyde Park,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 2,Bramley & Stanningley,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 1,Cross Gates & Whinmoor,Help with food and essential shopping|Befriending and reassurance (by phone),Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS16 6,Weetwood,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 3,Chapel Allerton,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS8 1,Roundhay,"Food parcel|Sanitary products, incontinence products or condoms",Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 3,Chapel Allerton,,,,,,,,,
29/04/2020 00:00,Assistance required,LS10 4,Middleton Park,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 1,Roundhay,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS8 4,Gipton & Harehills,,,,,,,,,
29/04/2020 00:00,Assistance required,LS11 0,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS17 9,Harewood,Pick up a prescription,Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS7 4,Chapel Allerton,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 5,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 7,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS17 9,Harewood,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS15 8,Cross Gates & Whinmoor,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 1,Bramley & Stanningley,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS26 9,Kippax & Methley,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS20 8,Guiseley & Rawdon,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 3,Middleton Park,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS3 1,Little London & Woodhouse,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Fuel top up (pre-payment meter only),Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS17 8,Alwoodley,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS18 5,Horsforth,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS11 0,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 1,Roundhay,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Food parcel|Befriending and reassurance (by phone),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS13 4,Armley,,,,,,,,,
29/04/2020 00:00,Assistance required,LS19 7,Otley & Yeadon,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS13 2,Bramley & Stanningley,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 7,Temple Newsam,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS18 4,Horsforth,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,Befriending and reassurance (by phone),Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS22 6,Wetherby,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS1 1,Little London & Woodhouse,,,,,,,,,
29/04/2020 00:00,Assistance required,,Gipton & Harehills,Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS28 7,Pudsey,"Help with food and essential shopping|Food parcel|Sanitary products, incontinence products or condoms",Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS23 6,Wetherby,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 2,Roundhay,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS17 6,Moortown,Help with food and essential shopping|Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS21 2,Otley & Yeadon,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 2,Roundhay,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS10 4,Middleton Park,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 3,Middleton Park,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS28 7,Calverley & Farsley,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS13 1,Bramley & Stanningley,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS8 1,Roundhay,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS26 8,Garforth & Swillington,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 3,Chapel Allerton,"Food parcel|Sanitary products, incontinence products or condoms",Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,WF3 1,Morley South,Pick up a prescription,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS15 0,Temple Newsam,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS11 7,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS25 7,Kippax & Methley,,,,,,,,,
29/04/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,,Headingley & Hyde Park,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Food parcel|Fuel top up (pre-payment meter only),Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only),Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS28 8,Pudsey,Food parcel,Green - Required in 7 days or more,,,,,,,
29/04/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Food parcel,Amber - Required in 2-6 days,,,,,,,
29/04/2020 00:00,Assistance required,LS13 1,Bramley & Stanningley,Food parcel,Red - Required within 24 hours,,,,,,,
29/04/2020 00:00,Assistance required,LS10 2,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
